id,group_id,role,chosen,treat,cond,q1,q2,q3,q4,q5,q6,q7,q8,full_comp,invest_comp,tp_invest,tp_invest_perc,send,send_perc,return,return_perc,payoff,comments
z535c6rq32fsdmua,442,TP,FALSE,Choice / Knowledge,H,c,1,c,c,3,2,2,3,0,0,0,0,NA,NA,0,0,0,
z535c6rqwox0hd46,332,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.4,40,0.54,
z535c6rqzpctrlmx,188,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.4,40,0,"Very interesting, can't wait to see what others chose"
z535c6rqz9m8rhh4,164,TP,TRUE,Random / Knowledge,P,c,c,c,1,c,c,c,c,0,0,0.25,55.56,NA,NA,0.5,50,0.45,
z535c6rqwst59bw7,413,TP,TRUE,Random / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rqdzhdlpqn,438,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.9,
z535c6rqdb1wk9yx,342,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0,0,0,n/a
z535c6rqecp7ts1b,157,TP,FALSE,Random / Anonymous,P,c,c,c,c,2,1,c,c,0,0,0,0,NA,NA,0.5,50,0,
z535c6rqlhdayrno,188,TP,TRUE,Random / Anonymous,H,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0.2,20,0.36,none
z535c6rq4l8ira2o,164,TP,FALSE,Random / Knowledge,P,c,c,c,1,c,c,c,c,0,0,0.3,66.67,NA,NA,0.1,10,0,
z535c6rqegxwcjou,168,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rqs5qr2m1u,438,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,Thanks for letting me take part!
z535c6rqbq4cxl3s,342,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,1,2,c,0,1,0.45,100,NA,NA,1,100,0,
z535c6rqbuwxug0r,157,TP,TRUE,Random / Anonymous,P,c,1,c,c,c,c,c,c,0,0,0,0,NA,NA,0,0,0.3,thank you!
z535c6rq6i1uv6ry,191,TP,TRUE,Random / Anonymous,H,2,c,c,c,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0.15,
z535c6rq1k6xodkc,167,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,"fun hit, hope I win a good bonus!"
z535c6rqkt3vlb08,168,TP,FALSE,Random / Knowledge,H,c,c,c,c,1,2,3,1,0,0,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqgrl4ysek,179,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.45,
z535c6rqaieefybm,184,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.45,
z535c6rqhosih9n7,162,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.15,33.33,NA,NA,0.3,30,0.63,
z535c6rqspi84wz7,191,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.3,30,0,
z535c6rqv2dgsqcb,167,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rq2cyxussh,179,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rq46x7053i,184,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rq2krdwfz7,162,TP,FALSE,Random / Anonymous,P,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0,
z535c6rq14t5vyfw,193,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.2,20,0.72,
z535c6rqsx6mw0bw,171,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,1,c,c,0,1,0.25,55.56,NA,NA,0.5,50,0.3,
z535c6rqurquz4cg,172,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,1,100,0,
z535c6rqf4c5z151,183,TP,TRUE,Choice / Knowledge,P,c,c,c,2,c,1,3,c,0,0,0.43,95.56,NA,NA,0.4,40,0.36,
z535c6rqdlg6jcm8,166,TP,FALSE,Random / Anonymous,P,c,1,1,3,2,1,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqyfzaur5a,193,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.3,30,0,Fun
z535c6rqd7wgp9cc,171,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqs8xm1y8h,172,TP,TRUE,Random / Knowledge,H,c,c,2,1,1,2,c,1,0,0,0,0,NA,NA,0,0,0,
z535c6rqx1oylf2u,183,TP,FALSE,Choice / Knowledge,P,c,c,c,2,c,2,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqbyq4v4xm,347,TP,FALSE,Choice / Knowledge,H,c,c,c,2,c,2,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqeg7m5n3s,166,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.9,
z535c6rqt398himh,199,TP,TRUE,Random / Anonymous,H,c,3,c,c,2,1,c,1,0,0,0.25,55.56,NA,NA,1,100,0,
z535c6rqk5esxwm8,176,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.45,
z535c6rq35imvaih,437,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.6,
z535c6rqhda6owe1,187,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.3,
z535c6rqzzc8g5qf,347,TP,TRUE,Choice / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rq4q3bwfuk,390,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqc8ltf1mu,199,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rq0yfy240a,437,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.3,30,0,
z535c6rqkfj7ejm3,390,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqaps76qd3,321,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.4,40,0.54,
z535c6rqy5aq2c7a,176,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,1,c,c,0,1,0.4,88.89,NA,NA,0.5,50,0,
z535c6rq4wxjegn1,414,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.3,30,0,
z535c6rqejpm9ku1,187,TP,FALSE,Choice / Knowledge,P,c,c,2,c,c,c,c,c,0,0,0.05,11.11,NA,NA,0.3,30,0,
z535c6rql3gdlasa,190,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.12,26.67,NA,NA,0.3,30,0,
z535c6rq8qizmxcy,174,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.22,
z535c6rqwa2zrqoe,321,TP,FALSE,Random / Anonymous,H,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0.2,20,0,Thanks.
z535c6rqnnjzxxg6,178,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0.5,50,0.45,Thanks
z535c6rqajvaork5,414,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rqgqg2yn3k,335,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.5,50,0.15,
z535c6rqghbnylxe,190,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.22,
z535c6rqxrcr6did,174,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqq860dwtp,398,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rqkj2j9orr,178,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqjnxr0wva,182,TP,FALSE,Random / Knowledge,H,c,c,1,c,c,c,c,c,0,0,0.23,51.11,NA,NA,0.5,50,0,Thank you. I wish you well in your studies.
z535c6rqvr1yxrai,335,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqgtsdz0h7,391,TP,TRUE,Random / Anonymous,P,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0.5,50,0,
z535c6rqbx5u8hl2,398,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.15,33.33,NA,NA,0.1,10,0,Thanks!
z535c6rqx6s3wew4,181,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.22,
z535c6rqi8f8n9be,440,TP,TRUE,Choice / Knowledge,P,c,c,c,1,c,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqjbeosabx,352,TP,TRUE,Choice / Knowledge,H,c,3,c,c,c,c,3,c,0,0,0.2,44.44,NA,NA,0.2,20,0.12,it was fun
z535c6rq6iu1koh2,391,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,Thank you!
z535c6rq4hc470np,208,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqqmo6wwmz,181,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqpe5v933x,440,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.1,10,0,
z535c6rqf3z8ze9m,352,TP,FALSE,Choice / Knowledge,H,c,3,c,c,c,c,2,c,0,0,0.15,33.33,NA,NA,0.8,80,0,very confusing.
z535c6rqrceg94f1,180,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0,0,0.9,
z535c6rqi0nbssf3,208,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0,0,0.45,
z535c6rq1frzjlr0,408,TP,TRUE,Random / Knowledge,P,c,3,1,3,3,1,3,3,0,0,0.05,11.11,NA,NA,0.5,50,0.45,I still feel sharing is importion
z535c6rq4tztwv9a,196,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqjm55bl8v,197,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rq3vq5riue,212,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,1,0,1,0,0,NA,NA,0,0,0,
z535c6rqyif8foa8,408,TP,FALSE,Random / Knowledge,P,c,1,2,c,c,2,c,3,0,0,0.45,100,NA,NA,0.1,10,0,
z535c6rqc6o1pxz0,182,TP,TRUE,Random / Knowledge,H,c,c,1,1,c,c,c,c,0,0,0.2,44.44,NA,NA,0.2,20,0.36,
z535c6rqmsqcor4y,196,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,1,c,c,0,1,0.1,22.22,NA,NA,0.5,50,0.45,
z535c6rqrwhfglb8,197,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0,0,0.9,I am a jerk this morning.
z535c6rq547zb1f0,180,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,3,c,0,1,0.1,22.22,NA,NA,0.5,50,0,
z535c6rqpsec763z,212,TP,TRUE,Random / Anonymous,H,3,3,c,c,c,c,c,1,0,0,0.2,44.44,NA,NA,0.5,50,0.15,"Questions for game A were a bit confusing. It said something like it would be ""costly"" to give to #2, but didn't say in what way."
z535c6rqeyam43ar,337,TP,TRUE,Random / Knowledge,P,3,1,c,c,c,c,3,c,0,0,0,0,NA,NA,0.1,10,0,
z535c6rqbf5dvogh,436,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqsh2838z5,338,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,1,0,1,0.1,22.22,NA,NA,0.5,50,0,
z535c6rqitqqgcfp,200,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0.5,50,0,
z535c6rqvr4drhkf,337,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,1,0,1,0,0,NA,NA,0.2,20,0,I got the last question wrong because it was unclear. You said that Player 4 was randomly chosen between me and another player 3 from game A. That would mean that player 4 DID participate in game A.
z535c6rqlctenjbu,436,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,1,0,1,0.2,44.44,NA,NA,0.5,50,0.04,no comments
z535c6rq9oqw9pud,338,TP,TRUE,Choice / Knowledge,P,c,1,c,2,c,2,c,c,0,0,0.2,44.44,NA,NA,0.4,40,0.36,N/A
z535c6rq8mw2jtvc,200,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqh9sjhhde,216,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqwhysha1y,192,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rq8oenlhia,189,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0.1,10,0,
z535c6rqo5vse2bq,202,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0,0,0.45,
z535c6rqy4bsw12z,203,TP,FALSE,Choice / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.1,22.22,NA,NA,0.1,10,0,
z535c6rqkpu27bko,185,TP,FALSE,Random / Anonymous,P,2,1,2,c,2,2,2,1,0,0,0.25,55.56,NA,NA,0.6,60,0,Liked it
z535c6rqynj0ku0v,216,TP,TRUE,Random / Anonymous,H,c,c,1,1,c,c,c,c,0,0,0.2,44.44,NA,NA,0.1,10,0.3,
z535c6rql7l4gab9,192,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0,0,0.09,
z535c6rqe7qwx5yv,189,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqaozpnxgl,202,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0.5,50,0,
z535c6rq4rj95tzz,203,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rqprou183k,185,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.1,10,0.27,VERY FUN AND INTERESTING!
z535c6rqxcfce14w,220,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,2,c,c,0,1,0,0,NA,NA,0,0,0,
z535c6rqpdqx0vbv,194,TP,TRUE,Random / Knowledge,P,c,3,c,c,c,1,3,1,0,0,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rqoz1tjm0f,346,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.37,
z535c6rqn2uzjbnm,206,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqh0g40cy8,392,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqcryq6snb,220,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0.1,10,0.81,
z535c6rqripc8nc5,194,TP,FALSE,Random / Knowledge,P,c,c,c,c,1,c,c,1,0,0,0,0,NA,NA,0,0,0,
z535c6rqnf958fbo,346,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,Fun survey to complete. Thank you.
z535c6rqswhrghqt,205,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rq2tcxz2sq,226,TP,FALSE,Random / Anonymous,H,c,c,c,3,c,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rq0rbrp58c,340,TP,FALSE,Random / Knowledge,P,c,c,c,1,c,c,c,c,0,0,0.4,88.89,NA,NA,0.6,60,0,
z535c6rqfv4yg1ch,195,TP,FALSE,Random / Knowledge,H,c,c,c,c,1,1,c,1,0,0,0.05,11.11,NA,NA,0.5,50,0,
z535c6rqbqzn0n0x,205,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,3,c,0,1,0,0,NA,NA,0,0,0,
z535c6rqtfu0750y,340,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,I thought this was interesting
z535c6rqyrpm48hv,195,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0.12,
z535c6rqx4357afl,210,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,I feel this game is too abstract. What's the point?
z535c6rqbc9yzw3z,392,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,1,c,c,0,1,0,0,NA,NA,0,0,0.9,
z535c6rqaszl3t4m,226,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.45,ty
z535c6rq5ou5kccr,201,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,Thanks
z535c6rqseh4orh0,350,TP,FALSE,Random / Knowledge,H,c,3,1,1,c,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rq99uyblhj,210,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.4,40,0,
z535c6rqz7gtmpt9,206,TP,TRUE,Choice / Knowledge,H,c,3,2,c,3,2,2,3,0,0,0.45,100,NA,NA,1,100,0,
z535c6rq44tm41i7,343,TP,FALSE,Random / Anonymous,P,c,3,c,c,c,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqkcmfzo90,231,TP,TRUE,Random / Anonymous,H,c,c,c,1,2,c,c,c,0,0,0.4,88.89,NA,NA,0.5,50,0.45,
z535c6rqcz7ylucr,201,TP,TRUE,Random / Knowledge,P,c,1,c,1,c,1,c,c,0,0,0.15,33.33,NA,NA,0.4,40,0,
z535c6rq9kmgeg6b,350,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,1,c,c,0,1,0,0,NA,NA,0,0,0,
z535c6rqzhfci5nq,213,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rq7y9wsu9h,204,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.3,30,0.63,
z535c6rq8sk5u7py,355,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0,fun hit!
z535c6rq45xkv4o6,213,TP,FALSE,Choice / Knowledge,P,c,3,2,2,c,2,2,1,0,0,0,0,NA,NA,0.2,20,0,
z535c6rqpy1hsxn5,443,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.4,40,0,
z535c6rqmczju7ok,343,TP,TRUE,Random / Anonymous,P,c,c,c,1,c,2,c,c,0,0,0.05,11.11,NA,NA,0.2,20,0.72,
z535c6rqjrerg6uj,231,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqu9gbc4ji,204,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqvku9q6na,355,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,1,0,1,0.25,55.56,NA,NA,0.3,30,0.32,
z535c6rq11lxvose,443,TP,TRUE,Choice / Knowledge,H,c,3,1,2,c,c,2,c,0,0,0.45,100,NA,NA,0.5,50,0.45,
z535c6rq5mxi5gkj,348,TP,TRUE,Random / Anonymous,P,c,3,c,1,c,1,c,c,0,0,0,0,NA,NA,0,0,0,none
z535c6rqruzkb9zw,345,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.05,11.11,NA,NA,0.1,10,0,cool survey
z535c6rqzaot3g6l,360,TP,FALSE,Random / Knowledge,H,c,c,2,c,c,c,c,c,0,0,0.2,44.44,NA,NA,0.3,30,0,
z535c6rqt1pzhvz4,218,TP,FALSE,Choice / Knowledge,P,c,c,2,c,c,c,c,c,0,0,0,0,NA,NA,0,0,0,
z535c6rqn64j1xoo,214,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0,0,0,
z535c6rqfsqu5did,348,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rq0flp5deb,399,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.22,
z535c6rqwgbgmg8s,345,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0.45,"none, thanks. I try to be fair."
z535c6rqt83yzsuv,360,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.2,44.44,NA,NA,0.5,50,0.45,
z535c6rq1vi7fmfv,218,TP,TRUE,Choice / Knowledge,P,c,1,2,c,c,c,c,c,0,0,0.05,11.11,NA,NA,0.5,50,0.15,
z535c6rq5phtt98x,214,TP,TRUE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.6,60,0.36,
z535c6rq0skh4z6u,349,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rqi40xynhh,209,TP,TRUE,Random / Knowledge,H,c,c,c,1,c,c,c,c,0,0,0.45,100,NA,NA,0.5,50,0.45,
z535c6rqj6zq0mpa,223,TP,FALSE,Choice / Knowledge,P,2,3,2,2,c,c,2,1,0,0,0,0,NA,NA,0,0,0,
z535c6rqcptvvz22,219,TP,TRUE,Choice / Knowledge,H,c,3,c,c,c,c,c,c,0,0,0.25,55.56,NA,NA,0.5,50,0.45,Thanks for letting me partake.
z535c6rqszmx7vqc,198,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rql7opuml9,399,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,Thank you for allowing me to participate!
z535c6rq7m2gi89b,209,TP,FALSE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.1,10,0,
z535c6rq2k06kga1,223,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0.45,
z535c6rqern4g3zt,219,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqz6d476ia,198,TP,TRUE,Random / Anonymous,P,c,1,c,c,c,2,c,c,0,0,0.05,11.11,NA,NA,0.1,10,0.4,"interesting, thanks."
z535c6rquyr16xis,333,TP,TRUE,Random / Anonymous,H,c,c,c,1,c,c,c,c,0,0,0.05,11.11,NA,NA,0.5,50,0.45,Thank you
z535c6rq7tmmoujn,349,TP,FALSE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0,0,0,
z535c6rq0sn77qtv,229,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.45,100,NA,NA,0.5,50,0.15,
z535c6rq2soarm0o,433,TP,TRUE,Random / Anonymous,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rq93h50meo,333,TP,FALSE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0.15,33.33,NA,NA,0.4,40,0,
z535c6rqr8izdk1q,217,TP,FALSE,Random / Knowledge,P,c,1,c,c,c,c,3,c,0,0,0.25,55.56,NA,NA,0.3,30,0,
z535c6rqaeqkfak0,366,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,1,c,c,0,1,0.1,22.22,NA,NA,0.5,50,0.15,
z535c6rq15i8e97f,224,TP,FALSE,Choice / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.5,50,0,
z535c6rq43zjuj47,433,TP,FALSE,Random / Anonymous,P,c,c,c,c,c,1,c,c,0,1,0.2,44.44,NA,NA,0.5,50,0,
z535c6rqako7jb77,242,TP,FALSE,Random / Anonymous,H,c,c,c,3,c,2,c,c,0,0,0.25,55.56,NA,NA,0.5,50,0,
z535c6rq1sx6vaz5,366,TP,FALSE,Random / Knowledge,H,c,c,c,1,c,2,c,c,0,0,0.25,55.56,NA,NA,0.5,50,0,Interesting to take. Thanks.
z535c6rqtlisrzpe,229,TP,FALSE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0.25,55.56,NA,NA,0.5,50,0,
z535c6rqxjibzwhr,242,TP,TRUE,Random / Anonymous,H,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.4,40,0.18,
z535c6rqpko6g1cz,217,TP,TRUE,Random / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.4,40,0.36,
z535c6rq4ad8tz70,372,TP,TRUE,Random / Knowledge,H,c,c,c,c,c,c,c,c,1,1,0.1,22.22,NA,NA,0,0,0.9,why is player a sending .05 to player b considered an unfair share?  Player a is under no obligation to share his bonus
z535c6rqvefbzidz,234,TP,TRUE,Choice / Knowledge,P,c,c,c,c,c,c,c,c,1,1,0,0,NA,NA,0.3,30,0.32,
