study,study6,study8,study9,study10,study11,study12,condition,punonly,helponly,helpfirst,TG,q1correct,q2correct,q3correct,q4correct,q5correct,q6correct,q7correct,compscore,perfectcomp,compscoreTG,perfectcompTG,postqcorrect,crt,highcrt,help,punish,return,anger,bad,deservep,outrage,compassion,deserves,good,posemot,age,male,edu,income,NFC,FII
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,0,,80,,,80,,,,,49,0,4,5,2,5
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,0,0,,,,2,0,,,,,,0,0,,44,33,22,33,67,67,78,70,21,1,4,8,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,0,1,1,4,1,2,0,,,,1,,30,,,,,33,33,44,37,52,0,6,1,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,0,0,,,,,,,,,,25,0,6,6,3,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,0,1,0,,,,2,0,,,1,0,0,0,0,,80,,,80,,,,,24,0,5,3,4,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,1,0,,0,,,0,,,,,38,1,6,10,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,0,0,,,,,,,,,,37,1,6,9,2,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,0,0,,0,,50,,,50,,,,,23,1,5,7,3,2
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,,,,1,50,11,22,11,15,,,,,28,0,2,1,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,0,1,4,1,2,0,,,,0,0,0,0,11,11,7,0,0,56,19,29,0,6,1,,
12,0,0,0,0,0,1,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,0,40,,,,,,,,,27,0,5,7,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,50,11,0,0,4,,,,,31,0,5,5,,
8,0,1,0,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,1,1,,78,44,78,67,44,67,67,59,29,1,4,5,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,0,0,,0,,,0,,,,,40,0,6,8,3,5
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,1,,0,,,,,22,67,100,63,38,0,6,6,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,2,1,,0,,0,0,0,0,,,,,37,0,4,4,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,2,1,,0,,,,,,,,,,38,0,4,4,1,3
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,,0,50,0,0,0,0,,,,,42,1,4,3,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,1,,50,,,,,44,44,78,56,27,0,6,3,,
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,,50,,,,,,,,,45,0,5,6,,
12,0,0,0,0,0,1,Punishment Only,1,0,,1,1,1,0,1,0,0,1,3,0,1,0,,0,0,,0,30,,,,,,,,,36,0,5,6,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,47,1,6,10,1,5
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,0,1,4,1,2,0,,,,1,0,50,,,,,,,,,26,1,2,5,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,1,0,0,,,,1,0,,,0,0,0,1,1,,0,,,0,,,,,26,1,5,6,3,3
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,3,1,1,0,,100,,,100,,,,,38,1,4,6,1,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,0,0,,1,,20,,,20,,,,,40,0,5,6,2,4
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,,0,,,,,,,,,33,1,2,1,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,0,1,0,1,3,0,2,0,,0,0,,0,40,,,,,,,,,34,0,2,2,5,5
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,1,1,,40,,,40,,,,,39,0,5,9,2,4
12,0,0,0,0,0,1,Punishment Only,1,0,,1,1,1,1,0,1,1,1,3,0,3,1,,,,,0,0,,,,,,,,,29,1,6,7,,
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,1,0,0,0,4,1,0,0,,,,1,0,50,,,,,,,,,27,1,5,8,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,10,,,10,,,,,21,1,4,4,3,4
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,0,1,0,1,1,1,1,2,0,3,1,,,,1,1,50,,,,,,,,,29,1,5,5,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,0,1,1,1,1,1,1,3,0,3,1,,,,1,0,50,67,44,22,44,100,78,100,93,44,0,5,1,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,35,1,6,9,3,4
8,0,1,0,0,0,0,Helping Only,0,1,,0,1,1,1,0,,,,3,0,,,,3,1,1,,,,,,,0,22,56,26,32,0,5,7,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,3,1,0,0,,,,,,,,,,33,0,5,8,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,0,0,,,,2,0,,,,1,0,1,0,,,,,,,,,,25,0,5,2,2,3
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,0,1,1,4,1,2,0,,,,,1,0,,,,,,,,,30,0,5,7,1,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,0,0,,0,,100,,,100,,,,,30,0,5,7,1,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,,2,1,1,0,,,,,,,,,,53,1,5,5,4,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,2,1,1,0,,22,11,11,15,67,89,78,78,52,1,5,4,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,3,1,1,1,,70,,,70,,,,,54,1,5,5,3,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,0,1,1,1,1,3,0,3,1,,,,,0,50,,,,,,,,,35,0,3,8,2,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,3,1,1,0,,20,,,20,,,,,39,0,4,3,1,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,0,1,1,1,3,0,3,1,,,,1,0,50,100,44,100,81,100,44,44,63,22,1,4,3,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,78,67,78,74,,,,,41,1,5,7,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,1,0,0,0,0,,0,,,0,,,,,38,1,5,7,2,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,1,0,1,0,,0,,,0,,,,,57,1,3,9,1,3
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,1,,0,0,0,0,,,,,22,0,2,3,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,70,,,70,,,,,32,1,4,1,5,3
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,0,1,,,,3,0,,,0,0,0,1,1,,10,,,10,,,,,33,1,4,8,2,5
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,0,,0,0,0,0,,,,,45,0,4,4,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,0,1,1,1,3,0,3,1,,,,1,0,90,,,,,,,,,24,1,4,4,1,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,0,0,,,,2,0,,,0,2,1,,0,,90,,,90,,,,,28,1,5,7,2,2
9,0,0,1,0,0,0,Helping Only,0,1,,1,0,1,1,0,0,1,1,2,0,2,0,,,,1,,0,,,,,0,44,44,30,19,0,4,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,1,0,,1,,30,,,30,,,,,28,0,4,1,3,2
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,1,1,1,1,0,1,4,1,2,0,,2,1,1,,50,,,,,,,,,25,0,4,5,,
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,0,0,1,1,1,2,0,3,1,,,,1,,30,,,,,89,89,100,93,25,0,6,2,,
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,1,0,1,1,50,0,78,78,52,56,56,89,67,31,0,4,4,,
11,0,0,0,0,1,0,Helping Only,0,1,,1,1,1,1,1,0,0,1,4,1,1,0,,0,0,1,,30,,,,,,,,,23,1,2,4,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,0,0,0,1,1,2,0,2,0,,,,,0,50,0,78,67,48,,,,,21,0,5,2,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,0,1,0,,,,2,0,,,0,0,0,,0,,0,,,0,,,,,50,1,4,4,3,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,0,1,0,,,,1,0,,,0,0,0,1,0,,40,,,40,,,,,30,1,5,9,3,4
12,0,0,0,0,0,1,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,50,,,,,,,,,19,1,2,4,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,0,1,0,,,,2,0,,,1,1,0,,1,,100,,,100,,,,,27,1,4,6,3,5
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,1,0,0,0,,11,11,11,11,44,44,44,44,23,1,5,5,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,0,1,1,4,1,2,0,,1,0,0,0,0,,,,,,,,,24,1,5,6,1,5
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,1,30,,,,,,,,,24,1,5,1,1,4
9,0,0,1,0,0,0,Helping Only,0,1,,1,0,1,1,0,1,0,1,2,0,2,0,,,,0,,40,,,,,0,0,100,33,26,0,5,7,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,,,,0,50,0,0,0,0,,,,,35,0,4,8,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,0,0,,,,,,,,,,21,0,4,6,1,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,2,1,1,0,,0,,,0,,,,,53,0,4,6,1,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,0,1,1,,,,3,0,,,,,,,1,,,,,,,,,,23,0,5,2,2,5
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,1,,,,,,,,,,29,0,6,4,3,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,0,1,0,,,,2,0,,,1,0,0,,1,,80,,,80,,,,,47,0,2,3,2,5
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,0,,,0,,,,,44,1,4,4,1,1
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,3,1,,0,,,,,,,,,,43,1,4,5,2,2
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,0,0,1,0,,70,,,70,,,,,26,1,4,7,3,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,0,1,0,0,0,,0,,,0,,,,,22,0,5,4,4,2
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,0,0,1,0,,,,,,,,,,21,0,4,4,4,4
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,0,,,,,,,0,0,0,0,31,0,5,2,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,0,0,,,,,,,,,,31,0,5,2,3,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,0,1,1,1,,,,3,0,,,,,,1,0,,,,,,,,,,30,1,4,1,4,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,0,0,1,1,1,,,,3,0,,,,,,1,0,,78,56,78,70,56,22,89,56,26,0,4,2,,
8,0,1,0,0,0,0,Punishment + Helping,0,0,0,0,0,1,1,0,,,,2,0,,,,,,1,0,,22,11,22,19,67,67,78,70,58,0,6,8,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,1,1,0,0,0,,0,,,0,,,,,27,1,5,10,4,2
9,0,0,1,0,0,0,Helping Only,0,1,,0,0,1,1,0,,,,2,0,,,,1,0,0,,,,,,,0,0,56,19,35,0,4,3,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,1,,44,44,44,44,,,,,53,1,2,5,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,0,0,,1,,,,,,,,,,54,1,2,5,1,5
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,1,0,,1,,,,,,,,,,31,1,5,5,1,3
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,,,,0,,,,,,,,,,25,0,4,5,3,3
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,0,1,1,,,,3,0,,,0,3,1,1,0,,80,,,80,,,,,35,0,6,7,2,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,0,0,1,1,3,0,2,0,,0,0,0,0,0,,,,,,,,,59,0,6,8,2,3
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,0,1,1,1,1,1,3,0,3,1,,,,,0,10,0,0,0,0,,,,,63,0,2,4,,
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,0,1,1,1,1,1,3,0,3,1,,,,,0,50,,,,,,,,,39,0,4,6,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,0,,,,3,0,,,,,,,1,,,,,,,,,,22,1,2,6,1,3
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,50,,,,,,,,,35,0,6,9,1,2
9,0,0,1,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,2,1,,0,,11,78,11,33,,,,,58,0,5,7,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,0,0,1,0,,,,1,0,,,,0,0,,0,,,,,,,,,,25,1,5,7,4,3
8,0,1,0,0,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,0,0,,0,11,22,11,0,0,33,11,30,0,6,5,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,0,1,1,1,,,,3,0,,,0,0,0,,1,,70,,,70,,,,,39,0,3,8,2,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,0,0,0,,0,,60,,,60,,,,,26,0,2,2,3,5
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,1,,,,,,,,,,44,1,5,1,1,2
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,1,50,56,56,78,63,78,44,67,63,26,1,5,4,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,1,0,0,,,,1,0,,,0,0,0,1,1,,90,,,90,,,,,28,1,5,9,3,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,3,1,,0,,0,,,0,,,,,44,1,6,10,1,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,1,1,1,0,1,1,1,1,1,3,0,3,1,,,,1,0,30,56,44,56,52,56,44,44,48,38,0,5,4,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,0,,,,,,,,,,31,1,5,6,3,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,1,1,0,1,1,4,1,2,0,,,,1,0,50,,,,,,,,,44,1,6,5,1,2
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,2,1,1,1,,10,,,10,,,,,60,0,6,3,2,4
11,0,0,0,0,1,0,Punishment Only,1,0,,1,1,1,1,0,1,1,1,3,0,3,1,,,,,0,50,,,,,,,,,45,0,4,4,,
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,1,0,,0,,44,78,67,63,,,,,45,0,5,6,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,1,1,50,,,,,,,,,27,0,5,1,5,2
9,0,0,1,0,0,0,Helping Only,0,1,,0,1,1,1,1,,,,4,1,,,,,,1,,,,,,,100,100,100,100,40,0,5,6,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,0,1,1,1,,,,3,0,,,1,0,0,,1,,40,,,40,,,,,56,1,3,6,3,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,0,1,1,0,1,1,1,2,0,3,1,,0,0,1,0,50,,,,,,,,,38,0,5,6,2,3
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,1,0,,1,,30,,,30,,,,,39,0,5,5,1,3
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,0,1,4,1,2,0,,0,0,1,,50,,,,,56,56,56,56,26,0,3,6,,
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,,50,,,,,,,,,51,1,5,5,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,,1,50,,,,,,,,,38,1,4,4,2,3
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,1,1,1,1,0,0,1,4,1,1,0,,0,0,1,0,100,56,56,56,56,78,78,78,78,46,0,4,8,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,2,1,1,0,,80,,,80,,,,,23,0,5,4,2,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,1,0,0,1,1,1,2,0,3,1,,2,1,1,0,50,,,,,,,,,39,0,5,7,4,3
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,,50,,,,,,,,,22,1,5,4,,
12,0,0,0,0,0,1,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,0,,0,,,,,,,,,28,0,5,3,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,2,1,,0,,,,,,,,,,30,1,6,10,3,3
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,0,0,1,0,,50,,,50,,,,,27,0,2,4,3,4
11,0,0,0,0,1,0,Punishment Only,1,0,,1,0,1,0,0,1,0,1,1,0,2,0,,,,,1,50,,,,,,,,,37,1,4,5,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,2,1,0,0,,,,,,,,,,32,1,5,10,3,2
9,0,0,1,0,0,0,Punishment Only,1,0,,0,0,1,1,1,,,,3,0,,,,2,1,,0,,0,44,22,22,,,,,59,0,2,4,,
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,0,,40,,,40,,,,,30,0,4,6,3,3
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,2,1,,0,50,11,11,11,11,,,,,28,0,4,6,,
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,0,40,,,,,,,,,30,0,4,7,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,24,0,4,4,4,3
8,0,1,0,0,0,0,Punishment + Helping,0,0,1,0,1,0,1,1,,,,3,0,,,,,,1,0,,22,22,22,22,67,44,78,63,59,0,4,5,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,0,1,1,1,1,1,3,0,3,1,,,,,1,50,0,33,44,26,,,,,34,1,3,7,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,0,0,1,1,,90,,,90,,,,,28,1,4,4,1,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,2,1,,0,,0,,,0,,,,,33,1,5,7,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,1,1,,,,,,,,,,23,1,5,6,2,5
12,0,0,0,0,0,1,Helping Only,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,,30,,,,,,,,,24,0,4,7,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,0,1,0,1,0,,0,,,0,,,,,46,1,5,8,4,5
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,0,1,1,1,3,0,3,1,,,,,0,50,67,56,78,67,,,,,64,0,5,3,,
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,,0,20,11,11,11,11,,,,,31,0,5,6,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,0,0,1,1,,,,2,0,,,,0,0,1,0,,,,,,,,,,39,0,4,5,3,4
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,0,0,0,1,3,0,1,0,,,,,0,10,,,,,,,,,53,0,2,5,4,4
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,0,50,22,33,22,26,,,,,38,0,4,8,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,0,,,,3,0,,,,1,0,0,0,,,,,,,,,,26,0,5,6,4,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,1,0,,0,,40,,,40,,,,,49,0,6,4,5,3
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,1,0,1,1,4,1,2,0,,,,1,0,50,,,,,,,,,31,1,5,5,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,1,1,4,1,3,1,,,,,1,50,,,,,,,,,34,1,4,6,2,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,1,1,0,,,,2,0,,,0,0,0,1,0,,0,,,0,,,,,32,0,2,6,2,5
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,1,1,0,1,1,0,1,1,3,0,2,0,,0,0,1,1,20,,,,,,,,,20,0,4,3,3,3
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,1,0,0,0,,,,,,,,,,23,0,4,3,4,4
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,1,1,0,0,0,,0,,,0,,,,,35,1,4,4,2,4
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,1,,,,4,1,,,,,,0,1,,,,,,,,,,34,1,3,1,2,5
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,0,,,,,,,,,,24,1,5,9,1,4
12,0,0,0,0,0,1,Punishment + Helping,0,0,0,1,1,1,1,1,1,0,1,4,1,2,0,,,,1,0,20,,,,,,,,,46,0,5,10,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,0,,,,,,,,,,26,0,5,6,1,3
9,0,0,1,0,0,0,Helping Only,0,1,,1,1,1,1,1,1,1,1,4,1,3,1,,,,1,,50,,,,,67,67,100,78,24,0,5,1,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,0,0,1,1,1,0,,,,3,0,,,,3,1,0,1,,,,,,,,,,22,1,4,1,1,4
11,0,0,0,0,1,0,Punishment + Helping,0,0,0,1,1,0,1,0,0,0,1,2,0,1,0,,,,1,0,100,,,,,,,,,28,0,2,6,,
10,0,0,0,1,0,0,Punishment + Helping,0,0,1,0,1,1,1,1,,,,4,1,,,,,,1,1,,,,,,,,,,27,0,5,6,1,4
8,0,1,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,0,0,44,15,,,,,26,0,5,1,,
10,0,0,0,1,0,0,Punishment Only,1,0,,1,1,1,1,1,1,0,1,4,1,2,0,,,,,0,50,,,,,,,,,20,1,4,3,4,4
8,0,1,0,0,0,0,Punishment Only,1,0,,0,0,1,1,1,,,,3,0,,,,1,0,,1,,67,44,78,63,,,,,55,0,4,4,,
11,0,0,0,0,1,0,Punishment Only,1,0,,1,0,1,1,0,0,1,1,2,0,2,0,,,,,1,40,,,,,,,,,27,0,4,3,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,0,0,0,1,,,,1,0,,,0,0,0,1,1,,80,,,80,,,,,25,1,5,5,5,4
11,0,0,0,0,1,0,Punishment + Helping,0,0,1,1,1,1,1,1,1,1,1,4,1,3,1,,3,1,1,0,50,,,,,,,,,22,1,5,9,,
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,3,1,,0,,,,,,,,,,25,1,6,8,2,4
6,1,0,0,0,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,1,0,0,,0,,10,,,10,,,,,70,1,4,3,1,4
9,0,0,1,0,0,0,Punishment Only,1,0,,1,1,1,1,0,1,1,1,3,0,3,1,,0,0,,0,0,0,0,0,0,,,,,34,1,4,6,,
6,1,0,0,0,0,0,Punishment + Helping,0,0,1,0,1,1,0,1,,,,3,0,,,1,0,0,0,0,,0,,,0,,,,,21,0,5,6,1,4
10,0,0,0,1,0,0,Punishment Only,1,0,,0,1,1,1,1,,,,4,1,,,,,,,0,,,,,,,,,,35,1,5,6,1,4
9,0,0,1,0,0,0,Punishment + Helping,0,0,0,1,0,1,1,1,1,1,1,3,0,3,1,,,,1,0,0,0,11,11,7,22,67,67,52,27,0,4,5,,
